project_key,source_row_number,mp_name,mp_name_canonical,mp_key,work_raw,work_clean,work_key,category,state,state_key,constituency,constituency_key,ida,ida_key,city,ward,block,village,locality,locality_key,recommended_date,allocation_amount,ida_approval,status,house,duplicate_group_key,exact_duplicate_group_count,is_exact_duplicate_candidate,data_quality_flags,source_dataset,allocation_amount_numeric,recommended_month,recommended_year,mp_allocated_amount,project_amount_as_pct_of_mp_allocation,mp_project_count,mp_total_recommended_amount,ida_project_count,ida_total_recommended_amount,state_project_count,state_total_recommended_amount,constituency_project_count,constituency_total_recommended_amount,mp_remaining_estimated_allocation,same_work_same_locality_count,same_work_same_block_count,same_work_same_constituency_count,same_mp_same_work_count,same_ida_same_work_count,same_mp_same_day_count,same_ida_same_day_count,same_work_same_day_count,locality_project_count,same_ida_locality_7day_sub5l_count,same_mp_locality_7day_sub5l_count,category_median_amount,state_category_median_amount,constituency_category_median_amount,amount_vs_category_median_ratio,amount_vs_state_category_median_ratio,amount_vs_constituency_category_median_ratio,missing_locality_flag,status_unsanctioned_flag,ida_pending_flag,is_sub_5_lakh,is_near_5_lakh,is_high_value_project,possible_text_duplicate,possible_cost_outlier,possible_split_sanction,possible_pending_risk,duplicate_risk_score,cost_risk_score,split_sanction_risk_score,pending_risk_score,risk_score_rule_based,risk_level_rule_based,weak_label_any_risk,weak_label_duplicate,weak_label_cost_outlier,weak_label_split_sanction,weak_label_pending,isolation_forest_raw_score,isolation_forest_risk_score,isolation_forest_anomaly_flag,model_duplicate_score,model_financial_rule_score,model_financial_isolation_score,model_financial_score,model_split_sanction_score,model_pending_score,model_risk_score,model_risk_level,model_reasons,mock_case_type,expected_risk_level,minimum_expected_risk_level,expected_reason
MOCK-NORMAL-049,86,Shri Subhash Chandra Baheria,Subhash Chandra Baheria,subhash_chandra_baheria,NA - Construction of culverts and bridges,Construction of culverts and bridges,construction_of_culverts_and_bridges,Normal/Others,Rajasthan,rajasthan,BHILWARA,bhilwara,DISTRICT COLLECTOR BHILWARA_IDA,district_collector_bhilwara_ida,,,Hurda,Kotri,"Hurda, Kotri",hurda_kotri,2023-09-21,500000,Action Pending,Unsanctioned,Lok Sabha,a4123e4525c999dc,1,false,,MOCK_VALIDATION,500000,2023-09,2023,0.0,0.0,105,40912364,83,35532494,3054,1880102127,105,40912364,-40912364.0,1,1,2,2,1,2,2,3,1,0,0,400000.0,500000.0,400000.0,1.25,1.0,1.25,false,true,true,false,true,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.232867,0.23,False,3,0,0.0,0.0,20,45,10.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-050,87,Raja Amareshwara Naik,Raja Amareshwara Naik,raja_amareshwara_naik,NA - Lighting of public spaces,Lighting of public spaces,lighting_of_public_spaces,Normal/Others,Karnataka,karnataka,RAICHUR(ST),raichur_st,DEPUTY COMMISSIONER RAICHUR_IDA,deputy_commissioner_raichur_ida,,,Devadurga,Karadigudda,"Devadurga, Karadigudda",devadurga_karadigudda,2023-08-24,500000,Action Pending,Unsanctioned,Lok Sabha,1514b631959debab,1,false,,MOCK_VALIDATION,500000,2023-08,2023,0.0,0.0,158,82000000,150,70050000,3121,1670831193,158,82000000,-82000000.0,1,29,140,140,83,40,40,55,1,0,0,400000.0,500000.0,500000.0,1.25,1.0,1.0,false,true,true,false,true,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.191597,52.13,False,3,0,0.0,0.0,20,45,10.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-051,88,Shri Kunwar Danish Ali,Kunwar Danish Ali,kunwar_danish_ali,WS/MP408/2023-2024/38510 - Lighting of public spaces,Lighting of public spaces,lighting_of_public_spaces,Normal/Others,Uttar Pradesh,uttar_pradesh,AMROHA,amroha,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,district_magistrate_jyotibaphule_nagar_ida,,,Joya,Khata,"Joya, Khata",joya_khata,2023-10-19,167300,Approved by IDA,Sanctioned,Lok Sabha,a2cb725481831439,1,false,,MOCK_VALIDATION,167300,2023-10,2023,0.0,0.0,154,30370900,157,30550100,5313,2961624043,154,30370900,-30370900.0,1,48,133,133,137,49,49,60,1,1,1,400000.0,224500.0,167300.0,0.4182,0.7452,1.0,false,false,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.184852,57.22,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-052,90,Brijendra Singh,Brijendra Singh,brijendra_singh,NA - Purchase of mobile water tankers,Purchase of mobile water tankers,purchase_of_mobile_water_tankers,Normal/Others,Haryana,haryana,HISAR,hisar,DEPUTY COMMISSIONER HISSAR_IDA,deputy_commissioner_hissar_ida,,,Hisar-Ii,Bherian(16),"Hisar-Ii, Bherian(16)",hisar_ii_bherian_16,2023-08-14,155000,Action Pending,Unsanctioned,Lok Sabha,f04daf9b94e4d7bb,1,false,,MOCK_VALIDATION,155000,2023-08,2023,0.0,0.0,261,76407177,236,92047790,1519,825501755,261,76407177,-76407177.0,1,10,175,175,146,23,20,33,1,1,1,400000.0,500000.0,158000.0,0.3875,0.31,0.981,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.214921,28.19,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-053,93,Uttam Kumar Nalamada Reddy,Uttam Kumar Nalamada Reddy,uttam_kumar_nalamada_reddy,"WS/MP771/2023-2024/56875 - Construction of roads, approach roads, link roads and pathways","Construction of roads, approach roads, link roads and pathways",construction_of_roads_approach_roads_link_roads_and_pathways,Normal/Others,Telangana,telangana,NALGONDA,nalgonda,DISTRICT COLLECTOR SURYAPET_IDA,district_collector_suryapet_ida,Nereducharla,Ward - 8,,,"Nereducharla, Ward - 8",nereducharla_ward_8,2023-12-05,400000,Approved by IDA,Completed,Lok Sabha,1d6f80f8570fbcbb,1,false,,MOCK_VALIDATION,400000,2023-12,2023,0.0,0.0,233,92698236,293,123966634,2024,751653933,233,92698236,-92698236.0,1,0,139,139,177,180,176,183,1,1,1,400000.0,350000.0,400000.0,1.0,1.1429,1.0,false,false,false,true,false,false,false,false,false,false,10,0.71,0,0,3.75,GREEN,false,false,false,false,false,-0.214072,29.61,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-054,94,SHRI Vivek Thakur,Vivek Thakur,vivek_thakur,NA - Chapakal,Chapakal,chapakal,Normal/Others,Bihar,bihar,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT PLANNING OFFICER AURANGABAD_IDA,district_planning_officer_aurangabad_ida,,,Rafiganj,Makhdumpur,"Rafiganj, Makhdumpur",rafiganj_makhdumpur,2023-11-08,95500,Action Pending,Unsanctioned,Rajya Sabha,fb104fcd0e1f9399,1,false,,MOCK_VALIDATION,95500,2023-11,2023,147000000.0,0.0006,52,52772600,230,109346500,4575,3315478980,10723,8317795158,94227400.0,1,1,2,2,1,13,1,2,2,1,1,400000.0,500000.0,490000.0,0.2388,0.191,0.1949,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.203195,42.32,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-055,96,Hasnain Masoodi,Hasnain Masoodi,hasnain_masoodi,NA - Construction of culverts and bridges,Construction of culverts and bridges,construction_of_culverts_and_bridges,Normal/Others,Jammu And Kashmir,jammu_and_kashmir,ANANTNAG,anantnag,Deputy Commissioner Pulwama_IDA,deputy_commissioner_pulwama_ida,,,Pampore,Shar Shali,"Pampore, Shar Shali",pampore_shar_shali,2023-12-17,515000,Action Pending,Unsanctioned,Lok Sabha,3205347a91b89ae2,1,false,,MOCK_VALIDATION,515000,2023-12,2023,0.0,0.0,311,88024145,105,43969388,687,241913383,311,88024145,-88024145.0,1,1,2,2,2,7,5,2,7,0,0,400000.0,243000.0,225000.0,1.2875,2.1193,2.2889,false,true,true,false,false,false,false,false,false,true,10,5.6,0,35,8.96,GREEN,false,false,false,false,true,-0.163972,68.25,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-056,97,Chaudhary Mehboob Ali Kaiser,Chaudhary Mehboob Ali Kaiser,chaudhary_mehboob_ali_kaiser,NA - Construction of public toilets and bathrooms,Construction of public toilets and bathrooms,construction_of_public_toilets_and_bathrooms,Normal/Others,Bihar,bihar,KHAGARIA,khagaria,DISTRICT PLANNING OFFICER SAHARSA_IDA,district_planning_officer_saharsa_ida,,,Simri Bakhtiarpur,Dhanupra,"Simri Bakhtiarpur, Dhanupra",simri_bakhtiarpur_dhanupra,2024-02-04,200000,Action Pending,Unsanctioned,Lok Sabha,56a29492f60c612e,1,false,,MOCK_VALIDATION,200000,2024-02,2024,0.0,0.0,71,26979604,134,121922500,4575,3315478980,71,26979604,-26979604.0,1,2,2,2,3,2,2,3,1,1,1,400000.0,500000.0,210000.0,0.5,0.4,0.9524,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.227538,6.34,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-057,99,Shri Abdul Khaleque,Abdul Khaleque,abdul_khaleque,"WS/MP314/2023-2024/18571 - Construction of roads, approach roads, link roads and pathways","Construction of roads, approach roads, link roads and pathways",construction_of_roads_approach_roads_link_roads_and_pathways,Normal/Others,Assam,assam,BARPETA,barpeta,Deputy Commissioner Bongaigaon_IDA,deputy_commissioner_bongaigaon_ida,,,Srijangram,Matraghola,"Srijangram, Matraghola",srijangram_matraghola,2023-09-11,500000,Approved by IDA,Sanctioned,Lok Sabha,8aa9fb2aca4b0b62,1,false,,MOCK_VALIDATION,500000,2023-09,2023,0.0,0.0,127,65130000,32,16540000,1399,777526830,127,65130000,-65130000.0,1,2,37,37,7,8,4,39,1,0,0,400000.0,350000.0,500000.0,1.25,1.4286,1.0,false,false,false,false,true,false,false,false,false,false,10,2.14,0,0,4.25,GREEN,false,false,false,false,false,-0.227259,6.71,False,3,0,0.0,0.0,20,0,5.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-058,100,MK Vishnu Prasad,Mk Vishnu Prasad,mk_vishnu_prasad,WS/MP737/2023-2024/7800 - Lighting of public spaces,Lighting of public spaces,lighting_of_public_spaces,Normal/Others,Tamil Nadu,tamil_nadu,ARANI,arani,DISTRICT COLLECTOR VILLUPURAM_IDA,district_collector_villupuram_ida,,,Vallam,Aviyur,"Vallam, Aviyur",vallam_aviyur,2023-08-03,435000,Approved by IDA,Sanctioned,Lok Sabha,4946b79925e3725b,1,false,,MOCK_VALIDATION,435000,2023-08,2023,0.0,0.0,86,40060000,271,90281500,3716,3371781302,86,40060000,-40060000.0,1,2,37,37,11,24,12,82,3,1,1,400000.0,500000.0,435000.0,1.0875,0.87,1.0,false,false,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.218801,21.24,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-059,101,Ramdas Chandrabhanji Tadas,Ramdas Chandrabhanji Tadas,ramdas_chandrabhanji_tadas,WS/MP678/2023-2024/42551 - Street lights,Street lights,street_lights,Normal/Others,Maharashtra,maharashtra,WARDHA,wardha,DISTRICT COLLECTOR WARDHA_IDA,district_collector_wardha_ida,,,Wardha,Satoda,"Wardha, Satoda",wardha_satoda,2023-10-31,238328,Approved by IDA,Ongoing,Lok Sabha,5569660a2c6bbf7d,1,false,,MOCK_VALIDATION,238328,2023-10,2023,0.0,0.0,145,49213367,134,40188367,633,508290495,145,49213367,-49213367.0,1,1,2,2,1,34,34,7,1,1,1,400000.0,796000.0,200000.0,0.5958,0.2994,1.1916,false,false,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.228421,5.12,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-060,103,D Ravikumar,D Ravikumar,d_ravikumar,WS/MP457/2023-2024/6352 - Purchase of furniture and fixtures for educational purposes,Purchase of furniture and fixtures for educational purposes,purchase_of_furniture_and_fixtures_for_educational_purposes,Normal/Others,Tamil Nadu,tamil_nadu,VILUPPURAM(SC),viluppuram_sc,DISTRICT COLLECTOR VILLUPURAM_IDA,district_collector_villupuram_ida,,,Vikravandi,Mundiyambakkam,"Vikravandi, Mundiyambakkam",vikravandi_mundiyambakkam,2023-07-25,135000,Approved by IDA,Ongoing,Lok Sabha,69e24732b0a69953,1,false,,MOCK_VALIDATION,135000,2023-07,2023,197598306.11,0.0007,203,60626000,271,90281500,3716,3371781302,203,60626000,136972306.11,1,11,46,46,39,20,20,20,2,1,1,400000.0,500000.0,250000.0,0.3375,0.27,0.54,false,false,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.208783,36.43,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-061,105,Seyed Tufail Hasan,Seyed Tufail Hasan,seyed_tufail_hasan,NA - Lighting of public spaces,Lighting of public spaces,lighting_of_public_spaces,Normal/Others,Uttar Pradesh,uttar_pradesh,MORADABAD,moradabad,DISTRICT MAGISTRATE BIJNOR_IDA,district_magistrate_bijnor_ida,Afzalgarh,15,,,"Afzalgarh, 15",afzalgarh_15,2023-07-24,167000,Action Pending,Unsanctioned,Lok Sabha,175648d473549d34,1,false,,MOCK_VALIDATION,167000,2023-07,2023,0.0,0.0,102,24987199,185,72001300,5313,2961624043,102,24987199,-24987199.0,1,0,80,80,137,4,3,30,1,1,1,400000.0,224500.0,173600.0,0.4175,0.7439,0.962,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.225308,9.58,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-062,108,Chirag Paswan,Chirag Paswan,chirag_paswan,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of roads, link roads, pathways or any other road with or without drainage system",construction_of_roads_link_roads_pathways_or_any_other_road_with_or_without_drainage_system,Normal/Others,Bihar,bihar,JAMUI(SC),jamui_sc,DISTRICT PLANNING OFFICER JAMUI_IDA,district_planning_officer_jamui_ida,,,Jamui,Kakan,"Jamui, Kakan",jamui_kakan,2023-12-04,350000,Action Pending,Unsanctioned,Lok Sabha,446f828ee88d725b,1,false,,MOCK_VALIDATION,350000,2023-12,2023,147000000.0,0.0024,256,78355800,210,58034700,4575,3315478980,256,78355800,68644200.0,1,5,15,15,10,10,10,12,2,1,1,400000.0,500000.0,350000.0,0.875,0.7,1.0,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.211353,33.56,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-063,109,Smt Sangeeta Kumari Singh Deo,Sangeeta Kumari Singh Deo,sangeeta_kumari_singh_deo,WS/MP373/2023-2024/7104 - Construction of community centers and community halls,Construction of community centers and community halls,construction_of_community_centers_and_community_halls,Normal/Others,Odisha,odisha,BOLANGIR,bolangir,District Collector Subarnapur_IDA,district_collector_subarnapur_ida,,,Birmaharajpur,Subalaya (Ct),"Birmaharajpur, Subalaya (Ct)",birmaharajpur_subalaya_ct,2023-07-29,200000,Approved by IDA,Unsanctioned,Lok Sabha,6adb2de0df0e1507,1,false,,MOCK_VALIDATION,200000,2023-07,2023,147000000.0,0.0014,437,95985000,134,35950000,3844,1383253124,437,95985000,51015000.0,2,19,385,385,106,127,96,128,4,1,1,400000.0,250000.0,200000.0,0.5,0.8,1.0,false,true,false,true,false,false,true,false,false,false,82,0.0,0,0,28.7,GREEN,false,true,false,false,false,-0.151409,73.55,False,71,0,0.0,0.0,0,0,21.3,GREEN,Repeated work appears in same locality or exact duplicate group,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-064,110,Basanta Kumar Panda,Basanta Kumar Panda,basanta_kumar_panda,NA - Construction of community centers and community halls,Construction of community centers and community halls,construction_of_community_centers_and_community_halls,Normal/Others,Odisha,odisha,KALAHANDI,kalahandi,DISTRICT COLLECTOR KALAHANDI_IDA,district_collector_kalahandi_ida,,,Narala,Dendrabahali,"Narala, Dendrabahali",narala_dendrabahali,2024-01-05,200000,Action Pending,Unsanctioned,Lok Sabha,7a4299506af6f72a,1,false,,MOCK_VALIDATION,200000,2024-01,2024,0.0,0.0,233,66300000,194,87750000,3844,1383253124,233,66300000,-66300000.0,1,10,122,122,66,34,34,31,1,1,1,400000.0,250000.0,250000.0,0.5,0.8,0.8,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.222625,14.21,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-065,112,SHRI. Prashanta Nanda,Prashanta Nanda,prashanta_nanda,NA - Street lights,Street lights,street_lights,Normal/Others,Odisha,odisha,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT COLLECTOR JAGATSINGHPUR_IDA,district_collector_jagatsinghpur_ida,,,Jagatsinghpur,Gumutipur,"Jagatsinghpur, Gumutipur",jagatsinghpur_gumutipur,2023-07-07,200000,Action Pending,Unsanctioned,Rajya Sabha,671f0489c2c8a8b4,1,false,,MOCK_VALIDATION,200000,2023-07,2023,0.0,0.0,175,73850000,224,59875000,3844,1383253124,10723,8317795158,-73850000.0,1,20,644,39,42,20,14,14,2,1,1,400000.0,250000.0,490000.0,0.5,0.8,0.4082,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.184964,57.05,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-066,113,Bheemrao Baswanthrao Patil,Bheemrao Baswanthrao Patil,bheemrao_baswanthrao_patil,NA - Installing tube-wells and borewells,Installing tube-wells and borewells,installing_tube_wells_and_borewells,Normal/Others,Telangana,telangana,ZAHIRABAD,zahirabad,District Collector Kamareddy_IDA,district_collector_kamareddy_ida,,,Machareddy,Ghanpur (M),"Machareddy, Ghanpur (M)",machareddy_ghanpur_m,2024-01-17,80000,Action Pending,Unsanctioned,Lok Sabha,4192abc183d68458,1,false,,MOCK_VALIDATION,80000,2024-01,2024,0.0,0.0,182,38399000,82,19249000,2024,751653933,182,38399000,-38399000.0,1,6,32,32,31,27,21,29,1,1,1,400000.0,350000.0,100000.0,0.2,0.2286,0.8,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.220948,17.26,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-067,114,Smt Pramila Bisoyi,Pramila Bisoyi,pramila_bisoyi,NA - Construction of community centers and community halls,Construction of community centers and community halls,construction_of_community_centers_and_community_halls,Normal/Others,Odisha,odisha,ASKA,aska,DISTRICT COLLECTOR GANJAM_IDA,district_collector_ganjam_ida,,,Sheragada,Kamaladeipur,"Sheragada, Kamaladeipur",sheragada_kamaladeipur,2023-09-19,200000,Action Pending,Unsanctioned,Lok Sabha,fdf820b5e74e3deb,1,false,,MOCK_VALIDATION,200000,2023-09,2023,0.0,0.0,203,62530000,290,97035000,3844,1383253124,203,62530000,-62530000.0,1,30,167,167,218,16,16,50,1,1,1,400000.0,250000.0,200000.0,0.5,0.8,1.0,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,false,false,false,false,true,-0.198296,46.66,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-068,115,Shri Masthan Rao Beeda,Masthan Rao Beeda,masthan_rao_beeda,"WS/MP031/2023-2024/31324 - Construction of roads, approach roads, link roads and pathways","Construction of roads, approach roads, link roads and pathways",construction_of_roads_approach_roads_link_roads_and_pathways,Normal/Others,Andhra Pradesh,andhra_pradesh,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT COLLECTOR NELLORE_IDA,district_collector_nellore_ida,Nellore,24th Ward,,,"Nellore, 24th Ward",nellore_24th_ward,2023-10-04,500000,Approved by IDA,Unsanctioned,Rajya Sabha,02fb144127aefba6,1,false,,MOCK_VALIDATION,500000,2023-10,2023,0.0,0.0,64,60399000,257,204603774,3131,2344937649,10723,8317795158,-60399000.0,1,0,1947,24,100,1,1,34,1,0,0,400000.0,500000.0,490000.0,1.25,1.0,1.0204,false,true,false,false,true,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.153485,72.65,False,3,0,0.0,0.0,20,0,5.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-069,116,Mohammad Akbar Lone,Mohammad Akbar Lone,mohammad_akbar_lone,WS/MP603/2023-2024/56107 - Construction of culverts and bridges,Construction of culverts and bridges,construction_of_culverts_and_bridges,Normal/Others,Jammu And Kashmir,jammu_and_kashmir,BARAMULLAH,baramullah,Deputy Commissioner Bandipora_IDA,deputy_commissioner_bandipora_ida,,,Sumbal,Shadi Pora,"Sumbal, Shadi Pora",sumbal_shadi_pora,2023-12-04,250000,Approved by IDA,Unsanctioned,Lok Sabha,af857bcf04c12cc7,1,false,,MOCK_VALIDATION,250000,2023-12,2023,0.0,0.0,178,60802234,127,43813234,687,241913383,178,60802234,-60802234.0,1,2,6,6,4,23,20,4,2,1,1,400000.0,243000.0,299000.0,0.625,1.0288,0.8361,false,true,false,true,false,false,false,false,false,false,10,0.14,0,0,3.55,GREEN,false,false,false,false,false,-0.229512,3.6,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-NORMAL-070,117,Smt Aparajita Sarangi,Aparajita Sarangi,aparajita_sarangi,WS/MP300/2023-2024/763 - Installing community drinking water plants,Installing community drinking water plants,installing_community_drinking_water_plants,Normal/Others,Odisha,odisha,BHUBANESWAR,bhubaneswar,DISTRICT COLLECTOR KHORDHA_IDA,district_collector_khordha_ida,,,Bolagarh,Khanati,"Bolagarh, Khanati",bolagarh_khanati,2023-06-09,100000,Approved by IDA,Unsanctioned,Lok Sabha,3338c8c185b37ea1,1,false,,MOCK_VALIDATION,100000,2023-06,2023,147420861.41,0.0007,434,61235000,507,103926752,3844,1383253124,434,61235000,86185861.41,1,15,190,190,190,118,118,118,1,1,1,400000.0,250000.0,100000.0,0.25,0.4,1.0,false,true,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,false,false,false,false,false,-0.151696,73.42,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,normal,GREEN,GREEN,No planted anomaly
MOCK-DUPLICATE-001,1,Smt Seema Dwivedi,Seema Dwivedi,seema_dwivedi,NA - Improvement of electricity distribution infrastructure,Improvement of electricity distribution infrastructure - duplicate recommendation,improvement_of_electricity_distribution_infrastructure,Normal/Others,Uttar Pradesh,uttar_pradesh,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT MAGISTRATE JAUNPUR_IDA,district_magistrate_jaunpur_ida,,,Maharaj Ganj,Uday Bhanpur,"Maharaj Ganj, Uday Bhanpur",maharaj_ganj_uday_bhanpur,2023-10-26,131000,Approved by IDA,Unsanctioned,Rajya Sabha,6a220101b6c2026c,5,true,,MOCK_VALIDATION,131000,2023-10,2023,173830159.11,0.0008,57,36135287,234,158069158,5313,2961624043,10723,8317795158,137694872.11,5,5,77,9,9,3,3,3,1,1,1,400000.0,224500.0,490000.0,0.3275,0.5835,0.2673,false,true,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,true,false,false,false,-0.209799,35.4,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,duplicate,YELLOW,YELLOW,Same work repeated in same locality
MOCK-DUPLICATE-002,2,Ramesh Chander Kaushik,Ramesh Chander Kaushik,ramesh_chander_kaushik,NA - Setting up public non-conventional energy plants,Setting up public non-conventional energy plants - duplicate recommendation,setting_up_public_non_conventional_energy_plants,Normal/Others,Haryana,haryana,SONEPAT,sonepat,Deputy Commissioner Jind_IDA,deputy_commissioner_jind_ida,,,Jind,Ahirka (83),"Jind, Ahirka (83)",jind_ahirka_83,2023-09-02,392564,Approved by IDA,Unsanctioned,Lok Sabha,7d16551044698e4c,5,true,,MOCK_VALIDATION,392564,2023-09,2023,0.0,0.0,131,80726721,146,68955825,1519,825501755,131,80726721,-80726721.0,5,5,61,61,23,57,24,55,1,1,1,400000.0,500000.0,392564.0,0.9814,0.7851,1.0,false,true,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,true,false,false,false,-0.231372,1.29,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,duplicate,YELLOW,YELLOW,Same work repeated in same locality
MOCK-DUPLICATE-003,4,Chunni lal Sahu,Chunni Lal Sahu,chunni_lal_sahu,NA - Construction of common work sheds/ common covered sitting area,Construction of common work sheds/ common covered sitting area - duplicate recommendation,construction_of_common_work_sheds_common_covered_sitting_area,Normal/Others,Chhattisgarh,chhattisgarh,MAHASAMUND,mahasamund,DISTRICT COLLECTOR MAHASAMUND_IDA,district_collector_mahasamund_ida,,,Pithora,Gadbeda,"Pithora, Gadbeda",pithora_gadbeda,2023-12-21,500000,Action Pending,Unsanctioned,Lok Sabha,beb9ac4dcb44ed0f,5,true,,MOCK_VALIDATION,500000,2023-12,2023,0.0,0.0,76,41229533,45,24680000,1269,652370972,76,41229533,-41229533.0,5,5,6,6,3,21,12,17,1,0,0,400000.0,500000.0,500000.0,1.25,1.0,1.0,false,true,true,false,true,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,true,true,false,false,true,-0.231284,1.38,False,3,0,0.0,0.0,20,45,10.4,GREEN,Project is unsanctioned with action pending,duplicate,YELLOW,YELLOW,Same work repeated in same locality
